,LACCESS_POP10,PCT_LACCESS_POP10,LACCESS_LOWI10,PCT_LACCESS_LOWI10,LACCESS_HHNV10,PCT_LACCESS_HHNV10,LACCESS_CHILD10,PCT_LACCESS_CHILD10,LACCESS_SENIORS10,PCT_LACCESS_SENIORS10,GROC09,GROCPTH09,SUPERC09,SUPERCPTH09,CONVS09,CONVSPTH09,SPECS09,SPECSPTH09,SNAPS12,SNAPSPTH12,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12,FFR09,FFRPTH09,FSR09,FSRPTH09,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12,REDEMP_SNAPS12,PCT_SNAP12,PC_SNAPBEN10,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_CAP09,SNAP_BBCE09,SNAP_REPORTSIMPLE09,PCT_NSLP09,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SBP09,PCT_SFSP09,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_CACFP09,FDPIR12,FOODINSEC_10_12,VLFOODSEC_10_12,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13,PCT_DIABETES_ADULTS08,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,RECFAC09,RECFACPTH09,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,PERPOV10,PERCHLDPOV10,METRO13,POPLOSS10
1683,1409.761236,23.93482574,479.6113493,8.142807289,38.27820598,1.5416111959999999,333.9718365,5.670150025,294.8509546,5.005958482,6,1.017293998,0,0.0,4,0.678195999,1,0.169549,8.0,1.386241553,3,3,0.0,0.5001667000000001,0.5198406,3.933465,4,0.678195999,8,1.3563919969999998,605.4428805,568.8101975,518.9839318,567.012693,24751.50375,9.495620772,6.027164686,66,79.024,1.0,0,0,1,13.55134283,20.09237875,8.391070054,3.2282860189999996,0.4638156448,,,,,,,2.537265831,2.286183103,0,17.0,5.5,7.3,8.1,0.9485940999999999,1.038527,0.8449965,9.0,11.0,22.22222222,1.8828451880000001,2.330508475,0.004021914968,0.0041815260180000004,9.0,14.0,55.55555556,1.5037593980000001,2.44285465,62.44983423,1.0,0.0,3.0,,0.0,7.0,-100.0,0.0,0.0,,0.0,3.0,,0.0,7.0,,0.0,1.221427325,,2.0,1.0,-50.0,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,-100.0,,0.0,,0.0,1.0,9.1,28.4,33.4,0,0.0,95.39898132,0.5093378608,3.022071307,0.15280135820000001,0.3735144312,0.0,22.34295416,23.83701188,0,0,0,1.0
1285,1345.51397,5.5995420970000005,504.5173681,2.099618661,330.3542848,3.1540412910000004,237.09449680000003,0.9867014724,289.1311009,1.203258983,5,0.20731403899999998,0,0.0,8,0.331702463,1,0.0414628,15.41666667,0.6473511092,13,7,-46.15385,0.5381685,0.2939324,-45.38284,11,0.45609088600000003,20,0.829256157,491.9520601,523.8877861000001,542.1518701,598.4667472,184672.1286,18.35349874,20.43711071,84,100.0,1.0,1,1,1,9.142336596,,,2.828934032,0.5987124823,15.949329999999998,12.86542,-19.33566,29636.3,43769.99,47.690459999999995,2.440137027,0.8403540037,1,13.4,5.3,7.6,8.0,0.795895,0.9343761,0.7880003000000001,47.0,39.0,-17.0212766,11.21718377,9.798994975,0.6424938279,0.304333124,216.0,126.0,-41.66666667,8.880848614,5.305709955,-40.25672337,1.0,12.0,20.0,66.66666667,51.0,71.0,-28.16901408,2.096867034,2.147549267,2.417045646,12.0,20.0,66.66666667,51.0,,,2.096867034,,,24.0,20.0,-16.66666667,83.0,85.0,2.4096385540000003,3.41254831,3.579248779,4.884926264,5.0,2.0,-60.0,6.0,,,0.2466902393,,,0.0,0.0,0.0,0.0,1.0,,0.0,,,0.0,,,2.0,1.0,-50.0,5.0,11.0,120.0,14000.0,114000.0,714.2857142999999,0.0,0.0,10.2,30.0,34.4,4,0.165851231,94.53160764,0.2829913854,1.15693537,0.29131466149999996,2.576053935,0.03329310417,19.0894336,20.9829789,0,0,0,0.0
707,1038.2650609999998,3.8611567910000004,321.9936617,1.197447608,152.61689760000002,1.4608681680000002,234.82696239999999,0.8732873275,148.5379499,0.5523910371999999,5,0.18586669600000003,0,0.0,11,0.40890673200000005,2,0.074346679,24.33333333,0.9067084001000001,4,4,0.0,0.15000940000000001,0.149048,-0.6408986,16,0.594773428,16,0.594773428,652.9673209,611.2947786000001,565.7680267000001,617.4356991000001,222630.84699999998,13.83781227,16.91459031,65,89.421,0.5,0,0,1,12.27079455,36.48618785,12.53038674,3.2832366489999996,0.8580418872,24.28505,19.27776,-20.61881,161890.2,129339.3,-20.10678,2.648824643,0.9536341646,0,13.0,4.5,6.2,7.8,0.7695072,0.9531476000000001,0.7468696,23.0,30.0,30.43478261,3.4534534530000003,5.18134715,0.08143450004,0.14105074509999999,52.0,85.0,63.46153846,1.92713931,3.168449696,64.41207337,0.0,7.0,3.0,-57.14285714,13.0,,,0.4817848275,0.48458642409999997,0.5815037089,7.0,3.0,-57.14285714,13.0,,,0.4817848275,,,1.0,2.0,100.0,,,,,,,0.0,5.0,,0.0,21.0,,0.0,0.7827934543999999,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,3.0,50.0,,,,0.0,0.0,9.4,30.7,33.1,1,0.0371733,97.23317218,0.31610264039999997,1.14168836,0.22313127559999998,0.2119747118,0.029750836739999998,15.06507996,23.95314243,0,0,1,0.0
522,12043.043590000001,26.929882799999998,6253.173715999999,13.98294659,855.5197467,4.8683761830000005,3143.425509,7.029126807999999,1795.8395469999998,4.015741384,11,0.24614558399999997,1,0.0223769,40,0.895074851,3,0.067130614,70.91666667,1.585651254,12,10,-16.66667,0.26172870000000004,0.2235936,-14.570479999999998,35,0.7831904940000001,27,0.604175524,749.6665528,666.146008,711.7697982000001,649.8371362,259410.5017,19.39529709,27.63864043,62,92.59700000000001,1.0,0,1,1,13.13427904,54.21601137,9.201800095,5.744377651000001,0.6964343323000001,29.81963,22.25901,-25.35449,113933.3,99551.2,-12.623289999999999,5.078871539,1.424865129,0,16.9,6.5,9.2,10.5,1.082025,0.9486629000000001,1.055159,13.0,10.0,-23.07692308,2.680412371,2.4570024569999998,0.1592783851,0.1054397316,95.0,88.0,-7.368421053,2.145971221,1.974821032,-7.975418675,1.0,17.0,9.0,-47.05882353,153.0,104.0,47.11538462,3.456143125,3.433495658,-0.6552815242,17.0,9.0,-47.05882353,153.0,,,3.456143125,,,128.0,96.0,-25.0,4933.0,5199.0,5.3922562339999995,111.43237930000001,116.67152890000001,4.70164025,14.0,3.0,-78.57142857,17.0,5.0,-70.58823529,0.38401590280000003,0.11220574039999999,-70.78096515,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.0,0.0,-100.0,5.0,5.0,0.0,286000.0,635000.0,122.02797199999999,0.0,1.0,13.2,31.4,34.0,7,0.156638099,58.3206619,36.70840787,2.851073345,0.6842576029,0.3711985689,0.0156529517,15.07155635,24.90384615,0,1,0,0.0
731,7638.158415000001,20.57471828,2708.281756,7.2952315389999995,204.54032809999998,1.438601266,1852.180604,4.989173053,1263.6879199999998,3.4039648739999997,6,0.161268647,1,0.026878100000000002,20,0.537562156,2,0.053756200000000004,29.66666667,0.802083615,5,4,-20.0,0.1323557,0.1081461,-18.29128,25,0.671952695,31,0.8332213409999999,652.9673209,611.2947786000001,565.7680267000001,617.4356991000001,216084.8103,13.83781227,13.59857056,65,89.421,0.5,0,0,1,12.27079455,31.11261414,10.29759892,3.2832366489999996,0.8580418872,15.9855,13.83464,-13.455110000000001,120776.9,127925.4,5.918811,2.648824643,0.9536341646,0,13.0,4.5,6.2,7.8,0.795895,0.9343761,0.7880003000000001,35.0,34.0,-2.857142857,4.569190601,4.892086331000001,0.1682869047,0.06692330132,206.0,117.0,-43.2038835,5.501108232999999,3.1627605219999997,-42.50684792,0.0,4.0,4.0,0.0,13.0,7.0,85.71428571,0.3471573157,0.35141783579999997,1.227259211,4.0,4.0,0.0,13.0,7.0,-46.15384615,0.3471573157,0.18922498850000002,-45.49301427,1.0,2.0,100.0,,,,,,,1.0,1.0,0.0,,,,,,,1.0,2.0,100.0,1.0,0.0,-100.0,,0.0,,,0.0,,1.0,0.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,1.0,10.9,32.0,32.6,4,0.10751243099999999,96.14265704,0.41751966380000005,1.6997090830000001,0.4498437668,0.3340157311,0.0161620515,14.72362892,23.69087383,0,0,0,0.0
2629,19105.512769999998,24.32831555,8650.800054000001,11.01563701,1015.719018,3.274400446,4296.066668,5.470466393,3918.4278700000004,4.989593886000001,14,0.17895719100000002,2,0.0255653,32,0.409045008,2,0.0255653,53.0,0.6700887552,8,9,12.5,0.1015783,0.11378869999999999,12.020669999999999,44,0.562436886,55,0.703046107,784.2561465,728.7686454,658.5372404,688.3563724999999,371010.5658,15.22302696,19.67775344,56,76.67399999999999,1.0,1,1,1,13.13134268,53.02392259,10.47397187,6.169233189,0.740451795,20.19858,21.0918,4.422187,198847.5,185359.4,-6.783104,4.004688507,1.224744981,0,18.4,6.2,12.6,12.8,1.01769,1.001391,0.9401653,91.0,80.0,-12.08791209,4.314841157,4.079551249,0.4605396176,0.46041073479999994,205.0,228.0,11.219512199999999,2.622221085,2.887794004,10.12778519,0.0,45.0,42.0,-6.666666667,207.0,189.0,9.523809523999999,2.64780373,2.621812977,-0.9815966461,43.0,42.0,-2.325581395,183.0,189.0,3.278688525,2.340811993,2.39382924,2.2649083819999998,61.0,39.0,-36.06557377,320.0,221.0,-30.9375,4.093223157,2.799133662,-31.61541518,12.0,20.0,66.66666667,89.0,140.0,57.30337079,1.138427691,1.773206845,55.75928617,1.0,0.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,6.0,50.0,7.0,27.0,285.7142857,,185000.0,,0.0,1.0,10.2,28.7,30.2,9,0.11504390800000001,80.85111802,6.1287118629999995,10.81087964,0.4049304742,0.44440482859999997,0.034380889320000003,19.14124179,22.71940101,0,0,0,0.0
2814,3222.7270000000003,11.13743088,1018.940535,3.521359328,398.3120383,3.3508205460000005,706.7351609,2.442407938,483.14955430000003,1.66971784,8,0.27619540800000003,0,0.0,27,0.932159503,1,0.034524400000000004,30.58333333,1.057368736,0,11,,0.0,0.380307,,8,0.27619540800000003,21,0.7250129470000001,402.0978045,364.112002,671.4633221,719.3032065,81163.91346,15.46521863,15.99218966,88,99.595,0.0,0,1,1,8.823179362000001,31.5748842,8.775090067,3.443290015,0.47671127119999995,,0.4978201,,,1308.995,,2.8139475039999997,1.14738806,0,9.2,3.2,6.4,8.0,1.1280620000000001,1.0312299999999999,1.011974,155.0,200.0,29.03225806,22.69399707,26.73796791,3.6496350360000003,3.939110945,1580.0,2109.0,33.48101266,54.26010509,72.83967673,34.24168017,4.0,40.0,75.0,87.5,322.0,413.0,-22.03389831,11.05807205,11.12108862,0.5698694481000001,40.0,75.0,87.5,,411.0,,,14.19492989,,25.0,64.0,156.0,162.0,164.0,1.234567901,5.5633778629999995,5.664156939,1.811472775,32.0,69.0,115.625,74.0,80.0,8.108108108,2.541296061,2.763003385,8.724183187000001,1.0,1.0,0.0,15.0,26.0,73.33333333,137592.0,153180.0,11.32914704,4725.162265,5290.460731,11.96357784,19.0,41.0,115.7894737,2.0,10.0,400.0,,46000.0,,0.0,1.0,6.9,25.8,26.6,1,0.034524400000000004,96.41277302,0.369781587,0.9745645562999999,0.47345866740000003,0.2695604092,0.01036770805,14.77743987,20.90475532,0,0,0,0.0
2144,61261.666189999996,23.95326238,15004.98585,5.866937439,971.3359676000001,0.9880739402,13799.79045,5.395707004,5230.129362,2.0449763880000003,43,0.170768418,5,0.019856799999999997,86,0.341536836,8,0.0317709,153.83333330000002,0.5791089126,19,20,5.263158,0.0789798,0.0752904,-4.671221,171,0.6791023140000001,158,0.6274746529999999,676.9308079,623.0262227000001,499.5626916,557.0944866,260461.9617,15.90002568,14.26560576,70,80.167,0.0,0,1,1,11.87019433,34.48384746,8.418751517999999,5.648119771,0.3478661803,12.779110000000001,13.16143,2.991693,161802.4,174808.8,8.038402,3.527589808,1.546710785,1,15.3,6.6,10.5,11.4,1.053402,0.9502338,1.025548,86.0,65.0,-24.41860465,6.480783722999999,6.012950971,1.053566895,0.9812487398,166.0,146.0,-12.04819277,0.6876297073000001,0.5482682609,-20.26693217,1.0,33.0,16.0,-51.51515152,68.0,38.0,78.94736842,0.2816796391,0.2553578201,-9.344594113,33.0,16.0,-51.51515152,,38.0,,,0.1426999583,,66.0,42.0,-36.36363636,726.0,594.0,-18.18181818,3.007344382,2.230625664,-25.82739518,5.0,6.0,20.0,8.0,14.0,75.0,0.03313878107,0.05257366885,58.6469603,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,4.0,1.0,-75.0,7.0,19.0,171.4285714,,86000.0,,0.0,1.0,9.2,29.2,30.1,24,0.095312605,75.67750386,4.133643526,6.995757659,3.7637582839999997,4.447615882,0.06490586694,10.23518602,23.13776857,0,0,1,0.0
1349,6026.039573,45.27112593,2219.307438,16.67273262,209.39024840000002,3.564696091,1224.8609529999999,9.20187028,1139.3328800000002,8.55933348,6,0.451943356,0,0.0,15,1.129858391,0,0.0,11.08333333,0.8391378962,6,6,0.0,0.453138,0.4542701,0.2498489,8,0.6025911420000001,18,1.355830069,578.8291809,521.2382004,645.9141302999999,690.5203428,160367.3964,10.08867498,12.45836777,61,86.62200000000001,0.0,0,1,1,11.67903545,31.21827411,7.512690355,2.7083593639999997,1.036209315,17.116,15.47095,-9.61117,37772.16,34056.73,-9.836433,2.6888007210000002,1.7739879159999998,0,10.6,4.8,5.7,7.1,0.9485940999999999,1.038527,0.8449965,21.0,20.0,-4.7619047619999995,9.813084112,10.69518717,2.168674699,0.5061062823,99.0,46.0,-53.53535354,7.29174339,3.4882839160000003,-52.16118108,0.0,11.0,8.0,-27.27272727,9.0,11.0,-18.18181818,0.6628857627,0.6824903314,2.957458103,11.0,8.0,-27.27272727,9.0,11.0,22.22222222,0.6628857627,0.8341548495000001,25.83689324,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.0,3.0,-50.0,11.0,5.0,-54.54545455,0.81019371,0.3791612952,-53.20115541,2.0,2.0,0.0,0.0,1.0,,0.0,,,0.0,,,0.0,0.0,,0.0,1.0,,0.0,,,0.0,1.0,8.7,27.1,28.0,3,0.225971678,93.99744572,0.5709563518999999,1.104349786,0.33055367739999997,2.276312824,0.0075125835770000005,19.56276764,20.90000751,0,0,0,1.0
2815,4360.03282,16.01128427,1495.016082,5.490125527000001,387.80011349999995,3.4257960560000003,902.2754239,3.3134127419999997,728.5327372,2.675380035,18,0.6609385329999999,0,0.0,23,0.84453257,2,0.073437615,45.75,1.6876314140000002,0,10,,0.0,0.36888119999999996,,13,0.477344496,25,0.9179701840000001,402.0978045,364.112002,671.4633221,719.3032065,140729.4256,15.46521863,26.32416486,88,99.595,0.0,0,1,1,8.823179362000001,42.93340112,10.87951195,3.443290015,0.47671127119999995,,1.319609,,,3577.328,,2.8139475039999997,1.14738806,0,9.2,3.2,6.4,8.0,1.1280620000000001,1.0312299999999999,1.011974,102.0,153.0,50.0,16.06299213,23.98119122,1.908971681,1.459096951,1572.0,1449.0,-7.824427481,57.51500073,53.33480565,-7.268008388999999,4.0,32.0,52.0,62.5,70.0,161.0,-56.52173913,2.561100541,2.57656066,0.6036513545000001,31.0,52.0,67.74193548,,149.0,,,5.4843934039999995,,16.0,14.0,-12.5,52.0,40.0,-23.07692308,1.902531831,1.472320377,-22.61257588,20.0,42.0,110.0,45.0,57.0,26.66666667,1.6464217769999998,2.0980565369999997,27.43129172,0.0,0.0,0.0,6.0,21.0,250.0,13400.0,120244.0,797.3432836000001,490.26781789999995,4425.942285,802.7601085,7.0,19.0,171.4285714,6.0,2.0,-66.66666667,20000.0,,,1.0,1.0,7.6,26.2,28.5,1,0.0367188,95.98986449,0.55818736,1.120047005,0.3305056737,0.4259850905,0.03305056737,17.71510411,21.28456539,0,0,0,0.0
933,119670.5883,21.99103388,15612.90451,2.869075159,1227.9222849999999,0.5768088825,33306.948110000005,6.120586812999999,11298.0433,2.076163046,64,0.118651232,13,0.024100999999999997,116,0.215055358,43,0.07971879700000001,217.75,0.38889970409999997,36,34,-5.555555,0.0672897,0.0607237,-9.757805000000001,384,0.7119073929999999,386,0.7156152440000001,610.8893781,608.8071732000001,529.137954,562.2985113,239231.122,10.54412597,4.731133198999999,58,77.389,1.0,0,0,1,12.64728619,15.54519209,5.473017988,3.416376142,0.6255261646,9.643075,9.281678999999999,-3.747724,143306.8,152851.0,6.659946000000001,2.73131998,1.678405334,0,14.4,5.5,8.8,9.3,0.873642,0.9790413,0.8255146000000001,48.0,49.0,2.083333333,7.868852459,8.581436077000001,0.42303057130000005,1.103816167,172.0,269.0,56.39534884,0.3283200892,0.4803914565,46.31802085,5.0,20.0,17.0,-15.0,88.0,101.0,-12.87128713,0.16797772,0.1571540824,-6.443495963999999,20.0,17.0,-15.0,88.0,,,0.16797772,,,7.0,17.0,142.8571429,11.0,43.0,290.9090909,0.02099721501,0.07679119937000001,265.7208794,7.0,5.0,-28.57142857,2.0,5.0,150.0,0.0038176754560000003,0.008929209229,133.8912601,0.0,0.0,0.0,4.0,3.0,-25.0,4000.0,,,7.635350911000001,,,0.0,0.0,,12.0,8.0,-33.33333333,662000.0,114000.0,-82.77945619,0.0,1.0,6.5,23.4,24.8,99,0.183538625,81.96641179,4.231695821000001,7.157387551,4.152677703,0.3011876607,0.04759463338000001,10.90119244,26.3435377,0,0,1,0.0
2314,124417.6603,19.8538714,28917.60973,4.6145097360000005,4647.297099,1.922619054,25357.42755,4.046395861000001,19232.70258,3.0690466510000003,125,0.19958358899999998,1,0.00159667,219,0.34967044799999997,58,0.092606785,646.8333332999999,1.0294599009999998,159,205,28.93082,0.2534119,0.3262653,28.74901,460,0.734467607,528,0.843041079,636.5543313,453.28209739999994,790.6820347999999,937.7589726,321351.9831,16.53226114,25.61860339,63,98.992,1.0,0,1,1,7.502499503999999,46.57771417,7.589048685,2.2234903040000003,0.6442216122,24.15233,22.34535,-7.481606,95308.58,68488.27,-28.140490000000003,2.437882699,0.8892821843000001,0,15.4,5.5,7.3,9.8,1.084805,0.9302243,1.078838,95.0,131.0,37.89473684,20.25586354,30.82352941,21.69585987,17.34498189,3270.0,2442.0,-25.32110092,5.197819141,3.8811250489999995,-25.33166422,20.0,78.0,83.0,6.41025641,735.0,723.0,1.659751037,1.168317146,1.168151888,-0.01414496844,78.0,83.0,6.41025641,,,,,,,49.0,38.0,-22.44897959,368.0,219.0,-40.48913043,0.5849533468,0.3480615831,-40.49754823,28.0,35.0,25.0,59.0,,,0.09378328114,,,1.0,1.0,0.0,9.0,15.0,66.66666667,15672.0,24038.0,53.38182746,24.91138275,38.20412938,53.36013165,17.0,33.0,94.11764706,11.0,12.0,9.090909091,153000.0,234000.0,52.94117647,0.0,1.0,8.2,25.1,28.2,78,0.124540159,66.1158159,7.188506815,18.80089425,3.609732122,0.37132958969999996,0.032712748560000005,13.46632262,21.96142449,0,0,1,0.0
473,4790.953479,9.891715487,2344.636931,4.840890554,563.292405,3.0217928489999997,1280.684616,2.64418511,751.4588682,1.5515110630000002,12,0.2469085,1,0.0205757,41,0.843604041,5,0.10287854199999999,78.0,1.623613164,12,12,0.0,0.2500729,0.2497866,-0.11447910000000001,42,0.864179749,30,0.61727125,749.6665528,666.146008,711.7697982000001,649.8371362,331938.255,19.39529709,31.98338633,62,92.59700000000001,1.0,0,1,1,13.13427904,56.21245653,8.209505743,5.744377651000001,0.6964343323000001,33.76775,34.734559999999995,2.863134,135031.6,139056.9,2.981039,5.078871539,1.424865129,0,16.9,6.5,9.2,10.5,1.082025,0.9486629000000001,1.055159,19.0,24.0,26.31578947,2.861445783,3.458213256,0.2546455609,0.14767756140000002,37.0,53.0,43.24324324,0.7765115742,1.104488809,42.2372629,0.0,14.0,22.0,57.14285714,144.0,89.0,61.79775281,3.0220991,3.000875255,-0.7022881674,14.0,22.0,57.14285714,144.0,86.0,-40.27777778,3.0220991,1.792189389,-40.69719988,26.0,28.0,7.692307692000001,275.0,416.0,51.27272727,5.771369807999999,8.669195182000001,50.21035681,4.0,1.0,-75.0,52.0,,,1.091313564,,,0.0,0.0,0.0,1.0,2.0,100.0,,,,,,,4.0,1.0,-75.0,12.0,9.0,-25.0,68000.0,51000.0,-25.0,0.0,1.0,12.3,32.7,36.2,3,0.06172709999999999,59.71012099,35.65264071,2.359912458,0.9869100219,0.1796258826,0.008258661271,14.21315605,25.75669984,0,1,0,0.0
2824,6526.343617,20.17229814,2452.285836,7.579778802000001,572.8088562999999,4.560580066,1316.849419,4.07025444,916.9178143999999,2.834104455,5,0.154097451,1,0.0308195,20,0.616389805,0,0.0,28.75,0.8877840909,4,4,0.0,0.12327039999999999,0.12351780000000001,0.2007245,17,0.523931334,18,0.554750824,721.8231507999999,635.0676982000001,739.1472646000001,738.3726242,236058.1843,11.1674306,14.292852800000002,65,83.571,1.0,1,0,1,9.549006101,35.45533017,9.192921882,2.973591167,0.6571190434,15.15846,14.01803,-7.523389999999999,122969.3,113490.0,-7.708634,2.031692629,0.7474066265,0,12.7,5.6,6.2,6.2,1.082025,0.9486629000000001,1.055159,10.0,19.0,90.0,2.358490566,4.460093897,,1.553565649,,144.0,,,4.437733058,,0.0,9.0,6.0,-33.33333333,15.0,11.0,36.36363636,0.4657951123,0.46226386020000004,-0.7581127307,9.0,4.0,-55.55555556,15.0,,,0.4657951123,,,23.0,25.0,8.695652174,147.0,471.0,220.40816329999998,4.564792099999999,14.51508521,217.97910819999998,4.0,6.0,50.0,7.0,13.0,85.71428571,0.2173710524,0.4006286788,84.30636207,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.0,1.0,-83.33333333,,,,0.0,1.0,12.2,28.4,29.4,1,0.0308195,75.69931691,18.86687479,1.931814669,0.4729082311,0.9149074274,0.021636324300000002,16.4745155,21.45087009,0,0,1,0.0
3107,11446.03683,9.909388029,2274.171348,1.9688601980000002,571.0593742000001,1.230996711,2419.6923100000004,2.094844737,1914.3106539999999,1.6573113780000002,21,0.181720635,3,0.0259601,44,0.380747997,10,0.086533636,66.83333333,0.5811139418,18,20,11.11111,0.15726289999999998,0.17389939999999998,10.57878,58,0.5018950870000001,99,0.856682993,510.5596443,495.4132671,558.8067883,589.648556,276822.9564,14.600071900000001,12.14933583,66,100.0,1.0,0,1,1,10.51943013,24.03910128,7.472235017,2.4002373919999997,0.7932412507,13.34585,12.90582,-3.297137,84863.3,74214.28,-12.54844,2.261646531,1.138312513,0,14.2,4.9,7.1,7.7,0.7695072,0.9531476000000001,0.7468696,104.0,101.0,-2.884615385,9.820585458,10.24340771,0.46024954149999997,0.2656256455,768.0,643.0,-16.27604167,6.667940057999999,5.59081819,-16.15374252,2.0,111.0,81.0,-27.02702703,5520.0,4150.0,33.01204819,47.92581917,47.99582645,0.1460742544,50.0,31.0,-38.0,332.0,245.0,-26.20481928,2.882494921,2.130249544,-26.09702352,32.0,25.0,-21.875,188.0,148.0,-21.27659574,1.63225616,1.286844622,-21.16160112,6.0,12.0,100.0,25.0,18.0,-28.0,0.2170553404,0.1565081297,-27.89482654,2.0,2.0,0.0,0.0,1.0,,0.0,,,0.0,,,12.0,8.0,-33.33333333,13.0,8.0,-38.46153846,101000.0,23000.0,-77.22772277,0.0,1.0,8.2,28.1,29.4,9,0.077880272,87.02502879,1.389526176,5.4793216,4.570285784,0.3393733713,0.02510670349,14.56275377,23.87907226,0,0,1,0.0
2170,6918.951716,13.73243831,3660.309482,7.264825107,645.2929278,3.4182271839999996,1581.227075,3.138351609,1055.325476,2.094564696,6,0.120026406,1,0.020004400000000002,36,0.720158435,2,0.040008800000000004,62.83333333,1.259866728,12,9,-25.0,0.2409348,0.1804584,-25.10076,20,0.40008801899999996,22,0.440096821,676.9308079,623.0262227000001,499.5626916,557.0944866,239530.5731,15.90002568,28.07935059,70,80.167,0.0,0,1,1,11.87019433,61.28009512,9.818686218,5.648119771,0.3478661803,35.84798,30.405720000000002,-15.1815,148787.1,168491.6,13.24347,3.527589808,1.546710785,1,15.3,6.6,10.5,11.4,1.053402,0.9502338,1.025548,63.0,42.0,-33.33333333,3.0837004410000004,2.278893109,0.1445602178,0.05986919278,308.0,172.0,-44.15584416,6.211054871,3.442892029,-44.56832051,0.0,40.0,10.0,-75.0,7745.0,3985.0,94.35382685,156.1838311,155.0302254,-0.7386204412,35.0,9.0,-74.28571429,579.0,,,11.67597653,,,20.0,11.0,-45.0,220.0,155.0,-29.54545455,4.436467765,3.102606189,-30.06584622,12.0,5.0,-58.33333333,34.0,11.0,-67.64705882,0.6856359273,0.2201849554,-67.88602426,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,5.0,3.0,-40.0,7.0,8.0,14.28571429,131000.0,213000.0,62.59541985,0.0,0.0,11.6,29.1,39.1,2,0.040008800000000004,73.12241982,2.016513179,6.855350905,0.512067323,12.04747539,0.04167989838,15.16552874,24.70030168,0,1,1,0.0
